DateTime,Hour,Is_Peak_Hour,Actual_Load_kW,Forecast_Mean_kW,Forecast_Q67_kW,Forecast_Q75_kW,Forecast_Naive_kW,Forecast_Hybrid_kW,Forecast_Strategy,Deviation_kW,Penalty_Stage2_INR,Forecast_Direction
2021-05-01 08:00:00,8,0,1073.355328,1118.282692193338,1115.7720023733723,1115.3544330572154,1139.840844,1115.7720023733723,Q67 (Off-Peak),-42.41667437337219,21.208337186686094,Over-forecast
2021-05-01 08:15:00,8,0,1080.418488,1142.6568136214992,1142.3922487648963,1145.2981338123373,1168.649356,1142.3922487648963,Q67 (Off-Peak),-61.97376076489627,30.986880382448135,Over-forecast
2021-05-01 08:30:00,8,0,1089.253228,1170.693316608956,1167.4595918766734,1173.1894620102323,1191.582492,1167.4595918766734,Q67 (Off-Peak),-78.20636387667332,39.10318193833666,Over-forecast
2021-05-01 08:45:00,8,0,1096.473796,1195.1026941682417,1203.6217268736211,1199.2806295779956,1217.711896,1203.6217268736211,Q67 (Off-Peak),-107.14793087362114,53.57396543681057,Over-forecast
2021-05-01 09:00:00,9,0,1104.577524,1222.5184079418298,1225.6314322891812,1226.101793213987,1242.223648,1225.6314322891812,Q67 (Off-Peak),-121.05390828918121,60.526954144590604,Over-forecast
2021-05-01 09:15:00,9,0,1113.87958,1251.798311315822,1254.4066012842288,1259.0520468322063,1269.40384,1254.4066012842288,Q67 (Off-Peak),-140.5270212842288,70.2635106421144,Over-forecast
2021-05-01 09:30:00,9,0,1123.139412,1280.0709820030045,1274.8086421858147,1278.87127455979,1297.246768,1274.8086421858147,Q67 (Off-Peak),-151.66923018581474,75.83461509290737,Over-forecast
2021-05-01 09:45:00,9,0,1130.711092,1303.65633285401,1299.5463217338076,1301.5080597852034,1317.032312,1299.5463217338076,Q67 (Off-Peak),-168.83522973380764,84.41761486690382,Over-forecast
2021-05-01 10:00:00,10,0,1133.75696,1318.815348003903,1315.3944211175046,1320.9044662697102,1332.47398,1315.3944211175046,Q67 (Off-Peak),-181.6374611175047,90.81873055875235,Over-forecast
2021-05-01 10:15:00,10,0,1138.83926,1336.1066610682008,1334.6302006133349,1340.3097566275992,1348.109644,1334.6302006133349,Q67 (Off-Peak),-195.7909406133349,97.89547030666745,Over-forecast
2021-05-01 10:30:00,10,0,1143.964424,1349.5193359731509,1353.037926257711,1360.5196169272604,1361.165968,1353.037926257711,Q67 (Off-Peak),-209.07350225771097,104.53675112885549,Over-forecast
2021-05-01 10:45:00,10,0,1146.900036,1363.1227076940202,1363.8546529085704,1370.3444389328863,1373.865088,1363.8546529085704,Q67 (Off-Peak),-216.95461690857042,108.47730845428521,Over-forecast
2021-05-01 11:00:00,11,0,1151.091948,1372.3142444543948,1380.8486650238965,1378.3086228644834,1378.376,1380.8486650238965,Q67 (Off-Peak),-229.7567170238965,114.87835851194825,Over-forecast
2021-05-01 11:15:00,11,0,1157.889364,1381.2282624192428,1392.3690949847628,1389.417756312691,1381.165396,1392.3690949847628,Q67 (Off-Peak),-234.4797309847629,117.23986549238145,Over-forecast
2021-05-01 11:30:00,11,0,1161.387392,1386.244197203616,1394.635382223598,1393.899108144636,1386.919616,1394.635382223598,Q67 (Off-Peak),-233.24799022359798,116.62399511179899,Over-forecast
2021-05-01 11:45:00,11,0,1163.837024,1389.2756694998243,1390.836518567152,1395.7995046036958,1387.755248,1390.836518567152,Q67 (Off-Peak),-226.99949456715217,113.49974728357608,Over-forecast
2021-05-01 12:00:00,12,0,1164.342396,1394.1903153882276,1395.079926362223,1395.6911474480394,1393.147104,1395.079926362223,Q67 (Off-Peak),-230.73753036222297,115.36876518111148,Over-forecast
2021-05-01 12:15:00,12,0,1173.441124,1405.1221797934525,1407.3457077240269,1409.8156926436336,1397.153552,1407.3457077240269,Q67 (Off-Peak),-233.9045837240269,116.95229186201345,Over-forecast
2021-05-01 12:30:00,12,0,1168.505564,1392.8132885418806,1398.8494802545256,1393.2075939028737,1399.052356,1398.8494802545256,Q67 (Off-Peak),-230.34391625452554,115.17195812726277,Over-forecast
2021-05-01 12:45:00,12,0,1175.996584,1406.2194510239274,1406.8228957811243,1406.4483199957913,1391.987088,1406.8228957811243,Q67 (Off-Peak),-230.82631178112433,115.41315589056217,Over-forecast
2021-05-01 13:00:00,13,0,1173.300624,1393.8161289726856,1399.8396578949655,1393.8181234670983,1387.895772,1399.8396578949655,Q67 (Off-Peak),-226.53903389496554,113.26951694748277,Over-forecast
2021-05-01 13:15:00,13,0,1172.225848,1386.2825931382008,1390.0645712253252,1385.1630858476,1370.080864,1390.0645712253252,Q67 (Off-Peak),-217.8387232253251,108.91936161266256,Over-forecast
2021-05-01 13:30:00,13,0,1193.095936,1402.3211983345332,1412.7890980985596,1412.7286160668111,1370.539176,1412.7890980985596,Q67 (Off-Peak),-219.6931620985597,109.84658104927985,Over-forecast
2021-05-01 13:45:00,13,0,1209.868348,1402.3225319098824,1411.6267582083767,1411.288521310815,1380.706664,1411.6267582083767,Q67 (Off-Peak),-201.75841020837674,100.87920510418837,Over-forecast
2021-05-01 14:00:00,14,0,1218.284644,1408.9866462539617,1411.845813564756,1409.422447843875,1395.986124,1411.845813564756,Q67 (Off-Peak),-193.56116956475603,96.78058478237801,Over-forecast
2021-05-01 14:15:00,14,0,1230.490448,1432.7900415250597,1429.0810201711129,1437.3422676320392,1414.420844,1429.0810201711129,Q67 (Off-Peak),-198.59057217111285,99.29528608555643,Over-forecast
2021-05-01 14:30:00,14,0,1242.460696,1439.0110418338809,1438.8633916898,1446.8161695817255,1427.233856,1438.8633916898,Q67 (Off-Peak),-196.40269568979988,98.20134784489994,Over-forecast
2021-05-01 14:45:00,14,0,1261.33934,1451.095294286309,1456.1053690949057,1461.893438831769,1434.570652,1456.1053690949057,Q67 (Off-Peak),-194.76602909490566,97.38301454745283,Over-forecast
2021-05-01 15:00:00,15,0,1270.410532,1457.0816370927453,1458.753396193954,1462.4614459208683,1439.606492,1458.753396193954,Q67 (Off-Peak),-188.3428641939538,94.1714320969769,Over-forecast
2021-05-01 15:15:00,15,0,1269.531964,1451.7362634142594,1453.8130263930805,1459.3177439579572,1445.96844,1453.8130263930805,Q67 (Off-Peak),-184.28106239308045,92.14053119654022,Over-forecast
2021-05-01 15:30:00,15,0,1262.211128,1437.7739864028397,1440.9973042113809,1440.1216153799946,1440.514152,1440.9973042113809,Q67 (Off-Peak),-178.78617621138096,89.39308810569048,Over-forecast
2021-05-01 15:45:00,15,0,1249.063156,1425.1428736104451,1429.6021941017198,1429.956202110994,1438.332548,1429.6021941017198,Q67 (Off-Peak),-180.53903810171983,90.26951905085991,Over-forecast
2021-05-01 16:00:00,16,0,1235.076308,1410.706718783315,1417.8096583690333,1412.390161759046,1430.337604,1417.8096583690333,Q67 (Off-Peak),-182.73335036903336,91.36667518451668,Over-forecast
2021-05-01 16:15:00,16,0,1221.622116,1402.0219854818404,1402.5090193526692,1400.124288450151,1422.067424,1402.5090193526692,Q67 (Off-Peak),-180.88690335266915,90.44345167633458,Over-forecast
2021-05-01 16:30:00,16,0,1198.971296,1378.4132908978322,1378.375598578256,1378.1112409486357,1407.94714,1378.375598578256,Q67 (Off-Peak),-179.40430257825597,89.70215128912798,Over-forecast
2021-05-01 16:45:00,16,0,1179.498288,1366.0949680456877,1367.6612030654987,1367.4031135654775,1393.353752,1367.6612030654987,Q67 (Off-Peak),-188.16291506549874,94.08145753274937,Over-forecast
2021-05-01 17:00:00,17,0,1161.240424,1353.9948197298795,1354.7236391935105,1359.211891530839,1374.834948,1354.7236391935105,Q67 (Off-Peak),-193.48321519351043,96.74160759675522,Over-forecast
2021-05-01 17:15:00,17,0,1145.783852,1337.7374441168906,1339.3177304868475,1335.766296820049,1354.954484,1339.3177304868475,Q67 (Off-Peak),-193.53387848684747,96.76693924342374,Over-forecast
2021-05-01 17:30:00,17,0,1134.498252,1325.573250146561,1328.1102085859716,1325.6431379893857,1333.468524,1328.1102085859716,Q67 (Off-Peak),-193.61195658597148,96.80597829298574,Over-forecast
2021-05-01 17:45:00,17,0,1122.6788,1309.4578024815933,1315.728955400778,1314.0679039114066,1312.719828,1315.728955400778,Q67 (Off-Peak),-193.05015540077807,96.52507770038903,Over-forecast
2021-05-01 18:00:00,18,1,1109.620076,1289.982434071661,1291.7807406243353,1290.6944074394528,1291.768536,1290.6944074394528,Q75 (Peak-Stage2),-181.07433143945286,90.53716571972643,Over-forecast
2021-05-01 18:15:00,18,1,1106.151284,1284.6481944359673,1283.0820801930258,1283.4928053055544,1273.796896,1283.4928053055544,Q75 (Peak-Stage2),-177.34152130555435,88.67076065277718,Over-forecast
2021-05-01 18:30:00,18,1,1102.827164,1267.5038002280364,1265.7432804512434,1269.230264653019,1261.449144,1269.230264653019,Q75 (Peak-Stage2),-166.403100653019,83.2015503265095,Over-forecast
2021-05-01 18:45:00,18,1,1110.453744,1273.4787180778062,1268.5724658759234,1275.0176405024706,1260.157528,1275.0176405024706,Q75 (Peak-Stage2),-164.5638965024707,82.28194825123535,Over-forecast
2021-05-01 19:00:00,19,1,1133.6574,1297.4357234951508,1292.5457296876596,1298.2315652763336,1275.292544,1298.2315652763336,Q75 (Peak-Stage2),-164.5741652763336,82.2870826381668,Over-forecast
2021-05-01 19:15:00,19,1,1170.839116,1336.1685832089015,1341.5464533663037,1327.6159024461024,1298.692564,1327.6159024461024,Q75 (Peak-Stage2),-156.77678644610228,78.38839322305114,Over-forecast
2021-05-01 19:30:00,19,1,1211.640736,1372.502738793164,1375.2190270579458,1374.3627689543334,1327.457624,1374.3627689543334,Q75 (Peak-Stage2),-162.72203295433337,81.36101647716669,Over-forecast
2021-05-01 19:45:00,19,1,1244.174112,1394.7810943500033,1401.259071998401,1412.0804222520967,1349.025336,1412.0804222520967,Q75 (Peak-Stage2),-167.90631025209677,83.95315512604839,Over-forecast
2021-05-01 20:00:00,20,1,1262.17868,1404.696020489071,1403.963945170552,1412.4321608659343,1357.164692,1412.4321608659343,Q75 (Peak-Stage2),-150.2534808659343,75.12674043296715,Over-forecast
2021-05-01 20:15:00,20,1,1272.029372,1399.4424188532637,1405.099815357839,1408.8645569838404,1358.803836,1408.8645569838404,Q75 (Peak-Stage2),-136.83518498384046,68.41759249192023,Over-forecast
2021-05-01 20:30:00,20,1,1277.381756,1388.3507440829574,1387.849090587974,1390.9912325834648,1358.86356,1390.9912325834648,Q75 (Peak-Stage2),-113.60947658346481,56.804738291732406,Over-forecast
2021-05-01 20:45:00,20,1,1282.62588,1381.5913139150048,1383.1332039555248,1381.0397026839614,1362.13132,1381.0397026839614,Q75 (Peak-Stage2),-98.41382268396137,49.206911341980685,Over-forecast
2021-05-01 21:00:00,21,1,1289.27146,1379.1144160661609,1385.7172029207852,1386.9642491138602,1366.823088,1386.9642491138602,Q75 (Peak-Stage2),-97.69278911386027,48.846394556930136,Over-forecast
2021-05-01 21:15:00,21,1,1301.08458,1383.8455489685923,1391.4341937282566,1389.7894103375838,1375.177076,1389.7894103375838,Q75 (Peak-Stage2),-88.70483033758387,44.352415168791936,Over-forecast
2021-05-01 21:30:00,21,1,1310.915436,1393.4585339392895,1403.4747770176623,1396.140070421418,1387.844136,1396.140070421418,Q75 (Peak-Stage2),-85.22463442141793,42.612317210708966,Over-forecast
2021-05-01 21:45:00,21,1,1329.915864,1418.446308080065,1422.8536374370997,1429.6304769684627,1403.115236,1429.6304769684627,Q75 (Peak-Stage2),-99.71461296846269,49.857306484231344,Over-forecast
2021-05-01 22:00:00,22,0,1349.193156,1438.4903760202235,1440.8547043120848,1445.4628404696025,1419.01514,1440.8547043120848,Q67 (Off-Peak),-91.66154831208473,45.83077415604237,Over-forecast
2021-05-01 22:15:00,22,0,1367.58704,1451.4453544209032,1455.9022299745573,1464.100291525515,1437.705072,1455.9022299745573,Q67 (Off-Peak),-88.31518997455737,44.157594987278685,Over-forecast
2021-05-01 22:30:00,22,0,1391.676876,1481.7203148456035,1482.407594130582,1491.3004430924411,1458.277828,1482.407594130582,Q67 (Off-Peak),-90.73071813058209,45.365359065291045,Over-forecast
2021-05-01 22:45:00,22,0,1423.538892,1516.9835944041668,1520.5975331113664,1523.4093124945068,1485.172452,1520.5975331113664,Q67 (Off-Peak),-97.05864111136634,48.52932055568317,Over-forecast
2021-05-01 23:00:00,23,0,1448.628844,1537.8712335107032,1538.7395028568255,1541.777756265344,1511.323948,1538.7395028568255,Q67 (Off-Peak),-90.11065885682547,45.05532942841273,Over-forecast
2021-05-01 23:15:00,23,0,1470.045324,1562.0118715903725,1560.5055472284444,1563.7096024117386,1537.689312,1560.5055472284444,Q67 (Off-Peak),-90.46022322844442,45.23011161422221,Over-forecast
2021-05-01 23:30:00,23,0,1479.409392,1568.7509649189562,1571.2998861337244,1569.0122079242417,1552.8095,1571.2998861337244,Q67 (Off-Peak),-91.89049413372436,45.94524706686218,Over-forecast
2021-05-01 23:45:00,23,0,1498.842868,1587.3869288685412,1586.8823272528248,1586.620070206607,1554.9442,1586.8823272528248,Q67 (Off-Peak),-88.03945925282483,44.01972962641241,Over-forecast
2021-05-02 00:00:00,0,0,1523.994108,1600.5101715636715,1601.4882520579922,1600.7319973968465,1547.4187,1601.4882520579922,Q67 (Off-Peak),-77.49414405799212,38.74707202899606,Over-forecast
2021-05-02 00:15:00,0,0,1520.553816,1567.0634562247974,1565.381800330556,1567.6386347190416,1531.493852,1565.381800330556,Q67 (Off-Peak),-44.827984330555864,22.413992165277932,Over-forecast
2021-05-02 00:30:00,0,0,1506.071992,1533.5358570352344,1540.1637436327926,1539.6996180482204,1510.884708,1540.1637436327926,Q67 (Off-Peak),-34.09175163279269,17.045875816396347,Over-forecast
2021-05-02 00:45:00,0,0,1479.074956,1493.121119255523,1496.8100039937544,1506.894028969788,1485.998372,1496.8100039937544,Q67 (Off-Peak),-17.735047993754506,8.867523996877253,Over-forecast
2021-05-02 01:00:00,1,0,1450.30396,1446.9467001863725,1447.7758208000153,1451.1067762438374,1459.8286,1447.7758208000153,Q67 (Off-Peak),2.5281391999847074,2.5281391999847074,Under-forecast
2021-05-02 01:15:00,1,0,1418.561156,1404.0707664684126,1403.9256472595027,1403.6435391490145,1429.423104,1403.9256472595027,Q67 (Off-Peak),14.635508740497244,14.635508740497244,Under-forecast
2021-05-02 01:30:00,1,0,1386.217592,1374.9136269748064,1370.1072770656592,1366.7746374883,1397.893996,1370.1072770656592,Q67 (Off-Peak),16.11031493434075,16.11031493434075,Under-forecast
2021-05-02 01:45:00,1,0,1359.770356,1349.3232087926626,1342.7530437869816,1341.603831493299,1374.49624,1342.7530437869816,Q67 (Off-Peak),17.017312213018386,17.017312213018386,Under-forecast
2021-05-02 02:00:00,2,0,1335.916924,1322.1671352341289,1322.6337618698508,1322.2817973526403,1347.052628,1322.6337618698508,Q67 (Off-Peak),13.283162130149321,13.283162130149321,Under-forecast
2021-05-02 02:15:00,2,0,1312.444528,1296.5493841944558,1297.0196822927926,1300.7824534883691,1322.579212,1297.0196822927926,Q67 (Off-Peak),15.424845707207396,15.424845707207396,Under-forecast
2021-05-02 02:30:00,2,0,1291.936308,1279.3381976052913,1279.030498386598,1280.688650267132,1300.314856,1279.030498386598,Q67 (Off-Peak),12.90580961340197,12.90580961340197,Under-forecast
2021-05-02 02:45:00,2,0,1271.267092,1259.6550564220015,1259.3450010070917,1263.703101543939,1279.27174,1259.3450010070917,Q67 (Off-Peak),11.922090992908352,11.922090992908352,Under-forecast
2021-05-02 03:00:00,3,0,1252.150596,1241.909413718694,1240.93229925715,1242.547413317805,1257.147948,1240.93229925715,Q67 (Off-Peak),11.218296742850043,11.218296742850043,Under-forecast
2021-05-02 03:15:00,3,0,1233.959724,1220.7635937498217,1221.5648508228244,1223.3602901309605,1238.614804,1221.5648508228244,Q67 (Off-Peak),12.394873177175668,12.394873177175668,Under-forecast
2021-05-02 03:30:00,3,0,1217.880548,1199.8899311711607,1202.3917002566832,1205.0480921811004,1222.0714,1202.3917002566832,Q67 (Off-Peak),15.48884774331691,15.48884774331691,Under-forecast
2021-05-02 03:45:00,3,0,1200.87508,1189.8477397591373,1192.2020735973888,1195.2386914878507,1206.396764,1192.2020735973888,Q67 (Off-Peak),8.673006402611236,8.673006402611236,Under-forecast
2021-05-02 04:00:00,4,0,1183.91314,1175.782383072442,1175.8939105758109,1178.8803071514678,1189.903676,1175.8939105758109,Q67 (Off-Peak),8.019229424189234,8.019229424189234,Under-forecast
2021-05-02 04:15:00,4,0,1168.788028,1159.2248325340477,1159.8614389408988,1159.0900123695994,1177.428528,1159.8614389408988,Q67 (Off-Peak),8.926589059101161,8.926589059101161,Under-forecast
2021-05-02 04:30:00,4,0,1160.661672,1154.032071607987,1157.222368647699,1157.9573033803406,1167.967172,1157.222368647699,Q67 (Off-Peak),3.43930335230084,3.43930335230084,Under-forecast
2021-05-02 04:45:00,4,0,1155.698124,1153.4417493231515,1153.3789121119771,1156.4504618248102,1168.311168,1153.3789121119771,Q67 (Off-Peak),2.319211888022892,2.319211888022892,Under-forecast
2021-05-02 05:00:00,5,0,1155.223484,1157.8572827807836,1156.7994413820395,1162.4848301250313,1171.993516,1156.7994413820395,Q67 (Off-Peak),-1.5759573820394053,0.7879786910197026,Over-forecast
2021-05-02 05:15:00,5,0,1157.036224,1168.4383485975695,1168.3160946391804,1171.8627873564074,1175.382012,1168.3160946391804,Q67 (Off-Peak),-11.279870639180444,5.639935319590222,Over-forecast
2021-05-02 05:30:00,5,0,1155.396036,1170.6832277159422,1171.4587705204494,1174.4299526203586,1175.103496,1171.4587705204494,Q67 (Off-Peak),-16.06273452044934,8.03136726022467,Over-forecast
2021-05-02 05:45:00,5,0,1151.486856,1166.2045117726925,1168.726345077063,1172.932742000567,1167.443296,1168.726345077063,Q67 (Off-Peak),-17.2394890770629,8.61974453853145,Over-forecast
2021-05-02 06:00:00,6,0,1136.4386,1150.2209668819269,1150.226284675571,1149.2794940537597,1150.504756,1150.226284675571,Q67 (Off-Peak),-13.787684675570972,6.893842337785486,Over-forecast
2021-05-02 06:15:00,6,0,1112.540936,1117.603365572769,1113.3627018524064,1120.188165996211,1129.812324,1113.3627018524064,Q67 (Off-Peak),-0.8217658524063154,0.4108829262031577,Over-forecast
2021-05-02 06:30:00,6,0,1092.840876,1095.8039395705318,1093.257913425277,1098.7902067846603,1109.977476,1093.257913425277,Q67 (Off-Peak),-0.41703742527693066,0.20851871263846533,Over-forecast
2021-05-02 06:45:00,6,0,1076.799632,1074.8673470891777,1072.8981870943678,1079.2944287268574,1094.232068,1072.8981870943678,Q67 (Off-Peak),3.901444905632161,3.901444905632161,Under-forecast
2021-05-02 07:00:00,7,0,1064.843328,1065.6045006869367,1062.827351204097,1067.602731799706,1089.10182,1062.827351204097,Q67 (Off-Peak),2.015976795902816,2.015976795902816,Under-forecast
2021-05-02 07:15:00,7,0,1061.992016,1070.6300388197003,1069.2009837261023,1073.2777809964914,1094.46292,1069.2009837261023,Q67 (Off-Peak),-7.208967726102401,3.6044838630512004,Over-forecast
2021-05-02 07:30:00,7,0,1060.719172,1079.7414850058733,1080.3098439191522,1083.0845182651638,1106.127252,1080.3098439191522,Q67 (Off-Peak),-19.5906719191521,9.79533595957605,Over-forecast
2021-05-02 07:45:00,7,0,1066.050664,1104.1643311500395,1105.8608795831317,1107.7004049231705,1117.480972,1105.8608795831317,Q67 (Off-Peak),-39.810215583131594,19.905107791565797,Over-forecast
2021-05-02 08:00:00,8,0,1071.989992,1124.025780930239,1122.62382170739,1126.7559690026524,1134.921216,1122.62382170739,Q67 (Off-Peak),-50.63382970739008,25.31691485369504,Over-forecast
2021-05-02 08:15:00,8,0,1084.954192,1146.933260403044,1146.2891190345738,1147.1087336755609,1161.612756,1146.2891190345738,Q67 (Off-Peak),-61.334927034573866,30.667463517286933,Over-forecast
2021-05-02 08:30:00,8,0,1095.233816,1174.530187124009,1177.2676405097363,1175.0539956520802,1188.332968,1177.2676405097363,Q67 (Off-Peak),-82.0338245097364,41.0169122548682,Over-forecast
2021-05-02 08:45:00,8,0,1105.930808,1200.1202826335928,1200.1299938032869,1198.0375090491375,1215.219416,1200.1299938032869,Q67 (Off-Peak),-94.19918580328681,47.099592901643405,Over-forecast
2021-05-02 09:00:00,9,0,1116.405828,1230.2387831583133,1226.7153106557998,1231.540638370751,1240.223268,1226.7153106557998,Q67 (Off-Peak),-110.30948265579991,55.154741327899956,Over-forecast
2021-05-02 09:15:00,9,0,1127.03802,1252.902949805661,1259.7046268386202,1266.150904361617,1271.957092,1259.7046268386202,Q67 (Off-Peak),-132.66660683862028,66.33330341931014,Over-forecast
2021-05-02 09:30:00,9,0,1137.215284,1286.4745705942971,1274.6076588007488,1284.3255862298156,1305.15542,1274.6076588007488,Q67 (Off-Peak),-137.3923748007487,68.69618740037436,Over-forecast
2021-05-02 09:45:00,9,0,1145.762424,1307.6685901788649,1314.129271409402,1317.7846428264334,1333.044032,1314.129271409402,Q67 (Off-Peak),-168.366847409402,84.183423704701,Over-forecast
2021-05-02 10:00:00,10,0,1151.540432,1335.0993315443186,1338.950445316294,1335.5693817876108,1354.995036,1338.950445316294,Q67 (Off-Peak),-187.410013316294,93.705006658147,Over-forecast
