DateTime,Hour,Is_Peak,Actual_Load_kW,Forecast_Mean_kW,Forecast_Q67_kW,Forecast_Naive_kW,Forecast_Hybrid_kW,Deviation_kW,Penalty_INR,Forecast_Type
2019-09-19 03:00:00,3,0,915.0,912.9467699195956,912.7592283674602,959.0,912.9467699195956,2.053230080404433,2.053230080404433,Mean (Off-Peak)
2019-09-19 03:15:00,3,0,908.0,908.8326548119444,907.4971885515278,952.0,908.8326548119444,-0.8326548119443942,0.4163274059721971,Mean (Off-Peak)
2019-09-19 03:30:00,3,0,901.0,899.8826133879704,901.111984966632,942.0,899.8826133879704,1.117386612029577,1.117386612029577,Mean (Off-Peak)
2019-09-19 03:45:00,3,0,895.0,895.0048522234267,894.6050928843351,933.0,895.0048522234267,-0.0048522234267238,0.0024261117133619,Mean (Off-Peak)
2019-09-19 04:00:00,4,0,889.0,890.5389023067455,887.8485636854978,927.0,890.5389023067455,-1.5389023067455128,0.7694511533727564,Mean (Off-Peak)
2019-09-19 04:15:00,4,0,886.0,884.2564146444508,883.9286811406633,923.0,884.2564146444508,1.7435853555491576,1.7435853555491576,Mean (Off-Peak)
2019-09-19 04:30:00,4,0,883.0,881.5009307389338,882.2739765930612,922.0,881.5009307389338,1.4990692610662109,1.4990692610662109,Mean (Off-Peak)
2019-09-19 04:45:00,4,0,884.0,879.6605403835191,883.2873863909169,924.0,879.6605403835191,4.339459616480895,4.339459616480895,Mean (Off-Peak)
2019-09-19 05:00:00,5,0,889.0,890.227509145428,892.413696745716,928.0,890.227509145428,-1.22750914542803,0.613754572714015,Mean (Off-Peak)
2019-09-19 05:15:00,5,0,898.0,898.2904262340886,900.4614178615528,939.0,898.2904262340886,-0.2904262340886134,0.1452131170443067,Mean (Off-Peak)
2019-09-19 05:30:00,5,0,910.0,906.39714124258,910.6352196982645,955.0,906.39714124258,3.6028587574199946,3.6028587574199946,Mean (Off-Peak)
2019-09-19 05:45:00,5,0,935.0,939.2778398276369,938.1247165990642,976.0,939.2778398276369,-4.277839827636853,2.1389199138184267,Mean (Off-Peak)
2019-09-19 06:00:00,6,0,962.0,958.9628080658488,954.4479433601384,1005.0,958.9628080658488,3.037191934151224,3.037191934151224,Mean (Off-Peak)
2019-09-19 06:15:00,6,0,994.0,991.37203908715,991.2083197050836,1038.0,991.37203908715,2.6279609128499715,2.6279609128499715,Mean (Off-Peak)
2019-09-19 06:30:00,6,0,1013.0,1011.0888438318854,1018.6975181648696,1059.0,1011.0888438318854,1.911156168114644,1.911156168114644,Mean (Off-Peak)
2019-09-19 06:45:00,6,0,1025.0,1027.4314487705926,1027.6163029370782,1073.0,1027.4314487705926,-2.431448770592624,1.215724385296312,Mean (Off-Peak)
2019-09-19 07:00:00,7,0,1044.0,1042.68818514647,1050.5442745753924,1089.0,1042.68818514647,1.3118148535299952,1.3118148535299952,Mean (Off-Peak)
2019-09-19 07:15:00,7,0,1070.0,1066.5619455175183,1069.6699111410437,1118.0,1066.5619455175183,3.4380544824816752,3.4380544824816752,Mean (Off-Peak)
2019-09-19 07:30:00,7,0,1105.0,1104.3078286854682,1100.1831191541246,1151.0,1104.3078286854682,0.6921713145318336,0.6921713145318336,Mean (Off-Peak)
2019-09-19 07:45:00,7,0,1138.0,1137.3723935175094,1139.404349066972,1187.0,1137.3723935175094,0.6276064824905916,0.6276064824905916,Mean (Off-Peak)
2019-09-19 08:00:00,8,0,1172.0,1170.5518851717286,1177.1103373377423,1217.0,1170.5518851717286,1.4481148282714005,1.4481148282714005,Mean (Off-Peak)
2019-09-19 08:15:00,8,0,1216.0,1216.322259015556,1218.2677289566795,1261.0,1216.322259015556,-0.3222590155560283,0.1611295077780141,Mean (Off-Peak)
2019-09-19 08:30:00,8,0,1263.0,1264.3277714321348,1263.2874786704012,1306.0,1264.3277714321348,-1.3277714321347958,0.6638857160673979,Mean (Off-Peak)
2019-09-19 08:45:00,8,0,1303.0,1303.8092110644134,1303.1780650279245,1348.0,1303.8092110644134,-0.8092110644133754,0.4046055322066877,Mean (Off-Peak)
2019-09-19 09:00:00,9,0,1339.0,1343.0950996742788,1341.9611225329145,1383.0,1343.0950996742788,-4.095099674278799,2.0475498371394,Mean (Off-Peak)
2019-09-19 09:15:00,9,0,1380.0,1383.6277367211385,1375.7501158653365,1435.0,1383.6277367211385,-3.62773672113849,1.813868360569245,Mean (Off-Peak)
2019-09-19 09:30:00,9,0,1425.0,1422.2348313923997,1429.199957052402,1485.0,1422.2348313923997,2.7651686076003443,2.7651686076003443,Mean (Off-Peak)
2019-09-19 09:45:00,9,0,1466.0,1461.0592126878464,1461.1568931509032,1514.0,1461.0592126878464,4.940787312153589,4.940787312153589,Mean (Off-Peak)
2019-09-19 10:00:00,10,0,1502.0,1496.691948276253,1494.5403121676295,1537.0,1496.691948276253,5.308051723746985,5.308051723746985,Mean (Off-Peak)
2019-09-19 10:15:00,10,0,1533.0,1530.555336462202,1526.8004799897765,1557.0,1530.555336462202,2.4446635377980783,2.4446635377980783,Mean (Off-Peak)
2019-09-19 10:30:00,10,0,1557.0,1556.9280194551106,1553.8442766751853,1572.0,1556.9280194551106,0.0719805448893566,0.0719805448893566,Mean (Off-Peak)
2019-09-19 10:45:00,10,0,1572.0,1573.9748294439162,1573.8956575860252,1584.0,1573.9748294439162,-1.9748294439161784,0.9874147219580892,Mean (Off-Peak)
2019-09-19 11:00:00,11,0,1586.0,1587.1194507201485,1587.1229264061822,1592.0,1587.1194507201485,-1.1194507201485069,0.5597253600742533,Mean (Off-Peak)
2019-09-19 11:15:00,11,0,1589.0,1585.7997458684447,1592.6013542610594,1599.0,1585.7997458684447,3.200254131555312,3.200254131555312,Mean (Off-Peak)
2019-09-19 11:30:00,11,0,1592.0,1591.9023393338102,1594.126666443633,1600.0,1591.9023393338102,0.0976606661897676,0.0976606661897676,Mean (Off-Peak)
2019-09-19 11:45:00,11,0,1594.0,1594.5102300304452,1599.94415426224,1598.0,1594.5102300304452,-0.5102300304452001,0.2551150152226,Mean (Off-Peak)
2019-09-19 12:00:00,12,0,1596.0,1597.3353158680522,1597.7396115121064,1592.0,1597.3353158680522,-1.3353158680522483,0.6676579340261242,Mean (Off-Peak)
2019-09-19 12:15:00,12,0,1581.0,1580.8253320268766,1582.501349000972,1585.0,1580.8253320268766,0.1746679731234053,0.1746679731234053,Mean (Off-Peak)
2019-09-19 12:30:00,12,0,1565.0,1566.765929553461,1562.959143012862,1566.0,1566.765929553461,-1.765929553461092,0.882964776730546,Mean (Off-Peak)
2019-09-19 12:45:00,12,0,1538.0,1539.9957257657527,1545.2996354545712,1538.0,1539.9957257657527,-1.9957257657526952,0.9978628828763476,Mean (Off-Peak)
2019-09-19 13:00:00,13,0,1521.0,1520.3634718858532,1526.787122118258,1521.0,1520.3634718858532,0.6365281141468131,0.6365281141468131,Mean (Off-Peak)
2019-09-19 13:15:00,13,0,1478.0,1472.423817155576,1476.1123445202056,1476.0,1472.423817155576,5.576182844424011,5.576182844424011,Mean (Off-Peak)
2019-09-19 13:30:00,13,0,1462.0,1461.513322747543,1466.9904391057446,1462.0,1461.513322747543,0.4866772524569569,0.4866772524569569,Mean (Off-Peak)
2019-09-19 13:45:00,13,0,1456.0,1455.4211389846514,1456.804208431292,1459.0,1455.4211389846514,0.5788610153485934,0.5788610153485934,Mean (Off-Peak)
2019-09-19 14:00:00,14,0,1456.0,1448.3896334491535,1453.560133134162,1459.0,1448.3896334491535,7.610366550846493,7.610366550846493,Mean (Off-Peak)
2019-09-19 14:15:00,14,0,1463.0,1464.9470899168691,1465.2339031418987,1467.0,1464.9470899168691,-1.9470899168691176,0.9735449584345588,Mean (Off-Peak)
2019-09-19 14:30:00,14,0,1471.0,1470.096676023334,1468.7937255402653,1472.0,1470.096676023334,0.903323976665888,0.903323976665888,Mean (Off-Peak)
2019-09-19 14:45:00,14,0,1481.0,1484.869044657782,1483.990173449792,1467.0,1484.869044657782,-3.869044657782069,1.9345223288910347,Mean (Off-Peak)
2019-09-19 15:00:00,15,0,1483.0,1480.3415390941127,1476.8298914408094,1460.0,1480.3415390941127,2.658460905887296,2.658460905887296,Mean (Off-Peak)
2019-09-19 15:15:00,15,0,1483.0,1485.9334423601845,1483.4484368209053,1452.0,1485.9334423601845,-2.933442360184472,1.466721180092236,Mean (Off-Peak)
2019-09-19 15:30:00,15,0,1481.0,1481.9494693423032,1481.8587053119538,1446.0,1481.9494693423032,-0.949469342303246,0.4747346711516229,Mean (Off-Peak)
2019-09-19 15:45:00,15,0,1478.0,1476.5846505033276,1475.7637412208223,1443.0,1476.5846505033276,1.4153494966724338,1.4153494966724338,Mean (Off-Peak)
2019-09-19 16:00:00,16,0,1472.0,1471.4155045782345,1470.8684667140235,1435.0,1471.4155045782345,0.5844954217654958,0.5844954217654958,Mean (Off-Peak)
2019-09-19 16:15:00,16,0,1462.0,1461.2404058746915,1467.7777831601136,1426.0,1461.2404058746915,0.7595941253084675,0.7595941253084675,Mean (Off-Peak)
2019-09-19 16:30:00,16,0,1458.0,1460.0474491731688,1468.5366845747185,1421.0,1460.0474491731688,-2.047449173168843,1.0237245865844216,Mean (Off-Peak)
2019-09-19 16:45:00,16,0,1459.0,1459.867716031904,1458.8798615672604,1417.0,1459.867716031904,-0.8677160319039103,0.4338580159519551,Mean (Off-Peak)
2019-09-19 17:00:00,17,0,1457.0,1455.2717403299844,1459.2496464127764,1412.0,1455.2717403299844,1.728259670015632,1.728259670015632,Mean (Off-Peak)
2019-09-19 17:15:00,17,0,1455.0,1451.7430748250626,1454.9272066604858,1408.0,1451.7430748250626,3.2569251749373507,3.2569251749373507,Mean (Off-Peak)
2019-09-19 17:30:00,17,0,1452.0,1450.5077357100322,1454.8861933104272,1405.0,1450.5077357100322,1.4922642899678067,1.4922642899678067,Mean (Off-Peak)
2019-09-19 17:45:00,17,0,1445.0,1442.8937301862695,1450.7909666815638,1401.0,1442.8937301862695,2.106269813730478,2.106269813730478,Mean (Off-Peak)
2019-09-19 18:00:00,18,1,1446.0,1446.9244522519775,1447.01953053809,1402.0,1447.01953053809,-1.0195305380900663,0.5097652690450332,Q67 (Peak)
2019-09-19 18:15:00,18,1,1443.0,1440.383147371709,1440.2850816453554,1408.0,1440.2850816453554,2.714918354644624,2.714918354644624,Q67 (Peak)
2019-09-19 18:30:00,18,1,1448.0,1449.9603443834092,1448.4295944299913,1419.0,1448.4295944299913,-0.4295944299913117,0.2147972149956558,Q67 (Peak)
2019-09-19 18:45:00,18,1,1464.0,1462.4101358933046,1471.6403967661995,1429.0,1471.6403967661995,-7.640396766199501,3.820198383099751,Q67 (Peak)
2019-09-19 19:00:00,19,1,1480.0,1473.730901941364,1478.9427453812127,1443.0,1478.9427453812127,1.057254618787283,1.057254618787283,Q67 (Peak)
2019-09-19 19:15:00,19,1,1484.0,1475.3514189464888,1481.45872937715,1438.0,1481.45872937715,2.5412706228501065,2.5412706228501065,Q67 (Peak)
2019-09-19 19:30:00,19,1,1474.0,1471.318287053625,1469.971384281719,1435.0,1469.971384281719,4.028615718280889,4.028615718280889,Q67 (Peak)
2019-09-19 19:45:00,19,1,1467.0,1469.3024143122786,1473.5173956084516,1430.0,1473.5173956084516,-6.517395608451579,3.2586978042257897,Q67 (Peak)
2019-09-19 20:00:00,20,1,1453.0,1450.4809824154274,1458.0351273177075,1423.0,1458.0351273177075,-5.03512731770752,2.51756365885376,Q67 (Peak)
2019-09-19 20:15:00,20,1,1433.0,1432.9412956891,1436.8929672103927,1408.0,1436.8929672103927,-3.892967210392726,1.946483605196363,Q67 (Peak)
2019-09-19 20:30:00,20,1,1419.0,1423.1888105546127,1419.2144558331408,1394.0,1419.2144558331408,-0.2144558331408461,0.107227916570423,Q67 (Peak)
2019-09-19 20:45:00,20,1,1401.0,1398.3373794952915,1397.3334029468954,1381.0,1397.3334029468954,3.666597053104624,3.666597053104624,Q67 (Peak)
2019-09-19 21:00:00,21,1,1381.0,1374.9987851154128,1380.0899970188675,1363.0,1380.0899970188675,0.910002981132493,0.910002981132493,Q67 (Peak)
2019-09-19 21:15:00,21,1,1350.0,1350.5968704097045,1352.804975490886,1338.0,1352.804975490886,-2.8049754908859086,1.4024877454429543,Q67 (Peak)
2019-09-19 21:30:00,21,1,1330.0,1329.917294320747,1330.0836063690376,1317.0,1330.0836063690376,-0.0836063690376249,0.0418031845188124,Q67 (Peak)
2019-09-19 21:45:00,21,1,1310.0,1306.648227997513,1304.7181430873625,1295.0,1304.7181430873625,5.281856912637522,5.281856912637522,Q67 (Peak)
2019-09-19 22:00:00,22,0,1293.0,1288.908353479599,1291.6506113151506,1280.0,1291.6506113151506,1.349388684849373,1.349388684849373,Q67 (Peak)
2019-09-19 22:15:00,22,0,1271.0,1271.7406830338748,1270.7451100269298,1264.0,1270.7451100269298,0.2548899730702487,0.2548899730702487,Q67 (Peak)
2019-09-19 22:30:00,22,0,1257.0,1257.1935076203356,1260.8251462437495,1251.0,1260.8251462437495,-3.8251462437494874,1.9125731218747437,Q67 (Peak)
2019-09-19 22:45:00,22,0,1248.0,1245.1542686326468,1251.4126363477187,1243.0,1251.4126363477187,-3.412636347718717,1.7063181738593585,Q67 (Peak)
2019-09-19 23:00:00,23,0,1232.0,1229.4956880442242,1235.072297576783,1229.0,1229.4956880442242,2.5043119557758478,2.5043119557758478,Mean (Off-Peak)
2019-09-19 23:15:00,23,0,1215.0,1214.5568220871512,1215.8862316272484,1207.0,1214.5568220871512,0.443177912848796,0.443177912848796,Mean (Off-Peak)
2019-09-19 23:30:00,23,0,1198.0,1198.5665060066726,1203.6631429376212,1191.0,1198.5665060066726,-0.5665060066726255,0.2832530033363127,Mean (Off-Peak)
2019-09-19 23:45:00,23,0,1183.0,1184.2847325787236,1184.8847916338864,1173.0,1184.2847325787236,-1.284732578723606,0.642366289361803,Mean (Off-Peak)
2019-09-20 00:00:00,0,0,1160.0,1160.011071064143,1164.3630097120852,1149.0,1160.011071064143,-0.011071064142925,0.0055355320714625,Mean (Off-Peak)
2019-09-20 00:15:00,0,0,1129.0,1127.2975363496655,1130.7343790638124,1123.0,1127.2975363496655,1.7024636503344937,1.7024636503344937,Mean (Off-Peak)
2019-09-20 00:30:00,0,0,1106.0,1103.538627555487,1107.217358683295,1098.0,1103.538627555487,2.4613724445130174,2.4613724445130174,Mean (Off-Peak)
2019-09-20 00:45:00,0,0,1086.0,1083.2097191341113,1083.6762705109843,1072.0,1083.2097191341113,2.7902808658886897,2.7902808658886897,Mean (Off-Peak)
2019-09-20 01:00:00,1,0,1064.0,1062.931230291946,1062.6103632464208,1050.0,1062.931230291946,1.0687697080541056,1.0687697080541056,Mean (Off-Peak)
2019-09-20 01:15:00,1,0,1041.0,1042.9421598374374,1041.2693732408509,1028.0,1042.9421598374374,-1.9421598374374296,0.9710799187187148,Mean (Off-Peak)
2019-09-20 01:30:00,1,0,1022.0,1025.6373975099073,1021.7505806991852,1009.0,1025.6373975099073,-3.63739750990726,1.8186987549536295,Mean (Off-Peak)
2019-09-20 01:45:00,1,0,1001.0,999.7660165743978,997.8524277287992,990.0,999.7660165743978,1.2339834256022186,1.2339834256022186,Mean (Off-Peak)
2019-09-20 02:00:00,2,0,986.0,989.9973976952706,989.816284610188,974.0,989.9973976952706,-3.997397695270593,1.9986988476352965,Mean (Off-Peak)
2019-09-20 02:15:00,2,0,972.0,973.7964743339916,974.7144092088444,961.0,973.7964743339916,-1.7964743339915683,0.8982371669957843,Mean (Off-Peak)
2019-09-20 02:30:00,2,0,958.0,958.142355807813,957.5316177677452,949.0,958.142355807813,-0.1423558078130327,0.0711779039065163,Mean (Off-Peak)
2019-09-20 02:45:00,2,0,949.0,947.0715550510724,948.9266303094588,938.0,947.0715550510724,1.928444948927563,1.928444948927563,Mean (Off-Peak)
2019-09-20 03:00:00,3,0,939.0,936.370662952138,936.8699918312342,928.0,936.370662952138,2.629337047862009,2.629337047862009,Mean (Off-Peak)
2019-09-20 03:15:00,3,0,928.0,927.7201802603712,929.3530457432836,922.0,927.7201802603712,0.279819739628806,0.279819739628806,Mean (Off-Peak)
2019-09-20 03:30:00,3,0,921.0,921.0954641970526,920.8779925416876,915.0,921.0954641970526,-0.0954641970525926,0.0477320985262963,Mean (Off-Peak)
2019-09-20 03:45:00,3,0,912.0,911.3138082871332,914.187269997117,908.0,911.3138082871332,0.6861917128668438,0.6861917128668438,Mean (Off-Peak)
2019-09-20 04:00:00,4,0,907.0,907.5457301999936,910.00583274929,901.0,907.5457301999936,-0.5457301999936135,0.2728650999968067,Mean (Off-Peak)
2019-09-20 04:15:00,4,0,905.0,902.8866072396252,904.509653637362,896.0,902.8866072396252,2.113392760374836,2.113392760374836,Mean (Off-Peak)
2019-09-20 04:30:00,4,0,904.0,905.1070849177962,905.8019689918852,894.0,905.1070849177962,-1.1070849177962143,0.5535424588981073,Mean (Off-Peak)
2019-09-20 04:45:00,4,0,904.0,905.1797087002556,901.0806441067806,896.0,905.1797087002556,-1.17970870025556,0.58985435012778,Mean (Off-Peak)
2019-09-20 05:00:00,5,0,907.0,910.1655842021936,905.8854680810548,900.0,910.1655842021936,-3.1655842021936,1.5827921010967998,Mean (Off-Peak)
2019-09-20 05:15:00,5,0,918.0,919.9610572073824,916.5167952685508,908.0,919.9610572073824,-1.961057207382396,0.980528603691198,Mean (Off-Peak)
2019-09-20 05:30:00,5,0,933.0,931.0046316876616,929.5564673201068,922.0,931.0046316876616,1.995368312338428,1.995368312338428,Mean (Off-Peak)
2019-09-20 05:45:00,5,0,960.0,963.2946822552932,956.9033043862572,948.0,963.2946822552932,-3.294682255293196,1.647341127646598,Mean (Off-Peak)
2019-09-20 06:00:00,6,0,988.0,987.3718465871888,983.2247559824016,979.0,987.3718465871888,0.6281534128112298,0.6281534128112298,Mean (Off-Peak)
2019-09-20 06:15:00,6,0,1022.0,1018.858593211094,1026.564499347296,1016.0,1018.858593211094,3.1414067889060107,3.1414067889060107,Mean (Off-Peak)
2019-09-20 06:30:00,6,0,1040.0,1046.1180189010356,1042.4516023022584,1033.0,1046.1180189010356,-6.118018901035612,3.059009450517806,Mean (Off-Peak)
2019-09-20 06:45:00,6,0,1052.0,1052.43517359549,1050.9292643407205,1045.0,1052.43517359549,-0.4351735954899141,0.217586797744957,Mean (Off-Peak)
2019-09-20 07:00:00,7,0,1070.0,1069.79313444911,1073.359249149927,1059.0,1069.79313444911,0.2068655508899155,0.2068655508899155,Mean (Off-Peak)
2019-09-20 07:15:00,7,0,1095.0,1092.5978691514856,1093.4797031133978,1089.0,1092.5978691514856,2.402130848514389,2.402130848514389,Mean (Off-Peak)
2019-09-20 07:30:00,7,0,1128.0,1126.2804065892094,1125.0065548309635,1126.0,1126.2804065892094,1.719593410790594,1.719593410790594,Mean (Off-Peak)
2019-09-20 07:45:00,7,0,1159.0,1157.728672171516,1159.74866205324,1161.0,1157.728672171516,1.2713278284838907,1.2713278284838907,Mean (Off-Peak)
2019-09-20 08:00:00,8,0,1191.0,1192.1591805226676,1194.6373933068191,1189.0,1192.1591805226676,-1.1591805226676115,0.5795902613338058,Mean (Off-Peak)
2019-09-20 08:15:00,8,0,1235.0,1235.719008304833,1241.6051558716988,1227.0,1235.719008304833,-0.7190083048330962,0.3595041524165481,Mean (Off-Peak)
